Create Job Card,Ажлын карт үүсгэх,
Create Job Card based on Batch Size,Багцын хэмжээн дээр үндэслэн ажлын карт үүсгэх,
Create Journal Entry,Тэмдэглэлийн бүртгэл үүсгэх,
Create Lab Test(s) on Sales Invoice Submission,Борлуулалтын нэхэмжлэх илгээх дээр лабораторийн туршилтыг бий болгох,
Create Lead,Тэргүүлэх,
Create Leads,Тэргүүлэгчдийг бий болгох,
Create Ledger Entries for Change Amount,Хэмжээг өөрчлөхийн тулд бүртгэлийн бичилт үүсгэх,
Create Link,Холбоос үүсгэх,
Create Missing Party,Алга болсон үдэшлэг үүсгэх,
Create Multiple,Олон үүсгэх,
Create New Contact,Шинэ харилцагч үүсгэх,
Create New Customer,Шинэ харилцагч үүсгэх,
Create New Employee Id,Шинэ ажилтны ID үүсгэх,
Create New Lead,Шинэ удирдагч үүсгэх,
Create POS Opening Entry,POS нээх бичилт үүсгэх,
Create Payment Entries,Төлбөрийн бичилт үүсгэх,
Create Payment Entry,Төлбөрийн бүртгэл үүсгэх,
Create Pick List,Сонгох жагсаалт үүсгэх,
Create Print Format,Хэвлэх формат үүсгэх,
Create Purchase Order,Худалдан авах захиалга үүсгэх,
Create Purchase Orders,Худалдан авалтын захиалга үүсгэх,
Create Quotation,Үнийн санал үүсгэх,
Create Receiver List,Хүлээн авагчийн жагсаалтыг үүсгэх,
Create Salary Slip,Цалингийн хуудас үүсгэх,
Create Salary Slips,Цалингийн хуудас үүсгэх,
Create Sales Invoice,Борлуулалтын нэхэмжлэх үүсгэх,
Create Sales Order,Борлуулалтын захиалга үүсгэх,
Create Sales Orders to help you plan your work and deliver on-time,"Ажлаа төлөвлөх, цаг тухайд нь хүргэхэд туслах борлуулалтын захиалга үүсгэ",
Create Sample Collection document for Lab Test,Лабораторийн шинжилгээнд зориулж дээж цуглуулах баримт бичгийг үүсгэх,
Create Sample Retention Stock Entry,Дээж хадгалах хувьцааны бичилт үүсгэх,
Create Separate Payment Entry Against Benefit Claim,Тэтгэмжийн нэхэмжлэлийн эсрэг тусдаа төлбөрийн бичилт үүсгэх,
Create Student,Оюутан үүсгэх,
Create Student Batch,Оюутны багц үүсгэх,
Create Student Groups,Оюутны бүлгүүдийг үүсгэх,
Create Supplier Quotation,Нийлүүлэгчийн үнийн санал үүсгэх,
Create Tax Template,Татварын загвар үүсгэх,
Create TaxJar Transaction,TaxJar гүйлгээ үүсгэх,
Create Timesheet,Цагийн хуудас үүсгэх,
Create User,Хэрэглэгч үүсгэх,
Create User Permission,Хэрэглэгчийн зөвшөөрөл үүсгэх,
Create Users,Хэрэглэгч үүсгэх,
Create Variant,Хувилбар үүсгэх,
Create Variants,Хувилбар үүсгэх,
Create a service item for Out Patient Consulting.,Out Patient Consulting үйлчилгээний зүйл үүсгэ.,
Create an incoming stock transaction for the Item.,Зүйлийн хувьд ирж буй хувьцааны гүйлгээг үүсгэ.,
Create customer quotes,Хэрэглэгчийн үнийн санал үүсгэх,
Create missing customer or supplier.,Алга болсон үйлчлүүлэгч эсвэл нийлүүлэгчийг бий болгох.,
Created {0} scorecards for {1} between: ,{1} uchun {0} ko&#39;rsatkichlar jadvalini yaratdi:,
Creating Accounts...,Бүртгэл үүсгэж байна...,
Creating Company and Importing Chart of Accounts,"Компани байгуулах, Дансны график импортлох",
Creating Dimensions...,Хэмжээ үүсгэж байна...,
Creating Fees,Төлбөр үүсгэх,
Creating Lab Tests...,Лабораторийн тест үүсгэж байна...,
Creating Membership Invoice,Гишүүнчлэлийн нэхэмжлэх үүсгэх,
Creating Payment Entries......,Төлбөрийн бичилт үүсгэж байна......,
Creating Purchase Order ...,Худалдан авах захиалга үүсгэж байна...,
Creating Purchase Receipt ...,Худалдан авалтын баримт үүсгэж байна...,
Creating Salary Slips...,Цалингийн хуудас үүсгэж байна...,
Creating Stock Entry,Агуулахын бүртгэл үүсгэх,
Creating student groups,Оюутны бүлгүүдийг бий болгох,
Creating {0} Invoice,{0} нэхэмжлэх үүсгэж байна,
Creating {0} Service Units,{0} Үйлчилгээний нэгж үүсгэж байна,
Creating {} out of {} {},{} {}-с {} үүсгэж байна,
Creation Date,Үүсгэсэн огноо,
Creation Document No,Бүтээлийн баримт бичгийн дугаар,
Creation Document Type,Баримт бичгийн төрөл,
Creation Time,Бүтээлийн цаг,
Creation User,Бүтээлийн хэрэглэгч,
Credentials,Итгэмжлэх жуух бичиг,
Credit,Зээл,
Credit ({0}),Кредит ({0}),
Credit Account,Зээлийн данс,
Credit Amount,Зээлийн хэмжээ,
Credit Amount in Account Currency,Дансны мөнгөн тэмдэгт дэх зээлийн дүн,
Credit Balance,Зээлийн үлдэгдэл,
Credit Card,Зээлийн карт,
Credit Card Entry,Зээлийн картаар нэвтрэх,
Credit Controller,Зээлийн хянагч,
Credit Days,Зээлийн өдрүүд,
Credit Limit,Зээлийн хязгаар,
Credit Limit and Payment Terms,Зээлийн хязгаар ба төлбөрийн нөхцөл,
Credit Limits,Зээлийн хязгаар,
Credit Months,Зээлийн сарууд,
Credit Note,Зээлийн тэмдэглэл,
Credit Note Amount,Зээлийн тэмдэглэлийн хэмжээ,
Credit Note Issued,Зээлийн бичиг гаргасан,
Credit Note {0} has been created automatically,Зээлийн тэмдэглэл {0} автоматаар үүсгэгдсэн,
Credit To,Credit To,
Credit in Company Currency,Компанийн мөнгөн тэмдэгт дэх зээл,
Credit limit has been crossed for customer {0} ({1}/{2}),{0} ({1}/{2}) харилцагчийн зээлийн хязгаарыг давсан байна,
Credit limit is already defined for the Company {0},{0} компанийн зээлийн хязгаарыг аль хэдийн тодорхойлсон байна.,
Credit limit reached for customer {0},Харилцагчийн зээлийн хязгаарт хүрсэн {0},
Credit/Debit Notes (Registered) - 9B,Кредит/Дебит тэмдэглэл (Бүртгэгдсэн) - 9Б,
Credit/Debit Notes (Unregistered) - 9B,Кредит/Дебит тэмдэглэл (Бүртгэлгүй) - 9Б,
Creditors,Зээлдүүлэгчид,
Creditors Account set in Tally,Зээлдүүлэгчдийн дансыг Tally-д тохируулсан,
Criteria,Шалгуур,
Criteria Formula,Шалгуурын томъёо,
Criteria Name,Шалгуур нэр,
Criteria Setup,Шалгуур тохиргоо,
Criteria Weight,Шалгуур жин,
Criteria weights must add up to 100%,Шалгуурын жинг 100% хүртэл нэмэх ёстой,
Crop,Газар тариалан,
Crop Cycle,Газар тариалангийн мөчлөг,
Crop Name,Тариалангийн нэр,
Crop Spacing,Тариалангийн зай,
Crop Spacing UOM,Газар тариалан хоорондын зай UOM,
Cross Listing of Item in multiple groups,Олон бүлэгт байгаа зүйлсийг хооронд нь жагсаах,
Ctrl + Enter to submit,Илгээхийн тулд Ctrl + Enter дарна уу,
Ctrl+Enter to submit,Илгээхийн тулд Ctrl+Enter,
Cumulative Transaction Threshold,Хуримтлагдсан гүйлгээний босго,
Currency,Валют,
Currency Exchange,Валютын ханш,
Currency Exchange Settings,Валютын солилцооны тохиргоо,
Currency Exchange must be applicable for Buying or for Selling.,Валютын солилцоо нь худалдах эсвэл худалдан авахад тохиромжтой байх ёстой.,
Currency and Price List,Валют ба үнийн жагсаалт,
Currency can not be changed after making entries using some other currency,Бусад валютыг ашиглан бичилт хийсний дараа валютыг өөрчлөх боломжгүй,
Currency for {0} must be {1},{0}-н валют нь {1} байх ёстой,
Currency of selected Income Tax Slab should be {0} instead of {1},Сонгосон орлогын албан татварын валют нь {1}-н оронд {0} байх ёстой.,
Currency of the Closing Account must be {0},Хаалтын дансны валют нь {0} байх ёстой,
Currency of the price list {0} must be {1} or {2},Үнийн жагсаалтын {0} валют нь {1} эсвэл {2} байх ёстой,
Currency should be same as Price List Currency: {0},Валют нь үнийн жагсаалтын валюттай ижил байх ёстой: {0},
Current,Одоогийн,
Current Academic Term,Одоогийн эрдмийн хугацаа,
Current Academic Year,Одоогийн хичээлийн жил,
Current Address,Одоогийн хаяг,
Current Address Is,Одоогийн хаяг,
Current Amount,Одоогийн дүн,
Current Asset Value,Эргэлтийн хөрөнгийн үнэ цэнэ,
Current Assets,Эргэлтийн хөрөнгө,
Current BOM,Одоогийн BOM,
Current BOM and New BOM can not be same,Одоогийн BOM болон Шинэ BOM ижил байж болохгүй,
Current Balance,Одоогийн үлдэгдэл,
Current Count,Одоогийн тоо,
Current Exchange Rate,Одоогийн ханш,
Current Fiscal Year,Одоогийн санхүүгийн жил,
Current Index,Одоогийн индекс,
Current Invoice End Date,Одоогийн нэхэмжлэх дуусах огноо,
Current Invoice Start Date,Одоогийн нэхэмжлэх эхлэх огноо,
Current Job Openings,Одоогийн нээлттэй ажлын байр,
Current Job Title,Одоогийн ажлын байрны нэр,
Current Liabilities,Одоогийн өр төлбөр,
Current Odometer Value should be greater than Last Odometer Value {0},Одоо байгаа зай хэмжигчний утга нь сүүлчийн километр хэмжигчээс {0} их байх ёстой,
Current Odometer value ,Odometrning joriy qiymati,
Current Openings,Одоогийн нээлтүүд,
Current Order,Одоогийн захиалга,
Current Qty,Одоогийн тоо хэмжээ,
Current Serial No,Одоогийн серийн дугаар,
Current Slab,Одоогийн хавтан,
Current State,Одоогийн байдал,
Current Status,Одоогийн байдал,
Current Stock,Одоогийн Агуулах,
Current Time,Одоогийн цаг,
Current Valuation Rate,Одоогийн үнэлгээний хувь,
Current Value,Одоогийн үнэ цэнэ,
Current Work Experience,Одоогийн ажлын туршлага,
Current invoice {0} is missing,Одоогийн нэхэмжлэх {0} дутуу байна,
Custodian,Асран хамгаалагч,
Custody,Асран хамгаалагч,
Custom Data,Тусгай өгөгдөл,
Custom Document Types,Захиалгат баримт бичгийн төрлүүд,
Custom HTML,Тусгай HTML,
Custom Remarks,Захиалгат тайлбар,
Custom Result,Захиалгат үр дүн,
Custom Signature in Print,Хэвлэх дэх захиалгат гарын үсэг,
Custom?,Захиалгат уу?,
Customer,Хэрэглэгч,
Customer / Item Name,Хэрэглэгч / Барааны нэр,
Customer / Lead Address,Үйлчлүүлэгч / тэргүүлэх хаяг,
Customer / Lead Name,Хэрэглэгч / Тэргүүлэгч нэр,
Customer > Customer Group > Territory,Хэрэглэгч > Хэрэглэгчийн бүлэг > Нутаг дэвсгэр,
Customer Acquisition and Loyalty,Хэрэглэгчийн олж авах ба үнэнч байдал,
Customer Address,Хэрэглэгчийн хаяг,
Customer Address is mandatory to fetch customer GSTIN details. Please set Company Address and try again.,Хэрэглэгчийн GSTIN-ийн дэлгэрэнгүй мэдээллийг авахын тулд хэрэглэгчийн хаяг заавал байх ёстой. Компанийн хаягийг тохируулаад дахин оролдоно уу.,
Customer Code,Хэрэглэгчийн код,
Customer Contact,Хэрэглэгчийн холбоо барих,
Customer Contact Email,Хэрэглэгчийн холбоо барих имэйл,
Customer Credit Balance,Хэрэглэгчийн зээлийн үлдэгдэл,
Customer Credit Limit,Хэрэглэгчийн зээлийн хязгаар,
Customer Defaults,Хэрэглэгчийн өгөгдмөл,
Customer Details,Хэрэглэгчийн мэдээлэл,
Customer Feedback,Хэрэглэгчийн санал хүсэлт,
Customer Group,Хэрэглэгчийн бүлэг,
Customer Group Item,Хэрэглэгчийн бүлгийн зүйл,
Customer Group Name,Хэрэглэгчийн бүлгийн нэр,
Customer Group will set to selected group while syncing customers from Shopify,Хэрэглэгчийн бүлэг нь Shopify-с хэрэглэгчдийг синк хийх үед сонгосон бүлэгт тохируулна,
Customer Groups,Хэрэглэгчийн бүлгүүд,
Customer ID,Хэрэглэгчийн ID,
Customer Item,Хэрэглэгчийн зүйл,
Customer Items,Хэрэглэгчийн эд зүйлс,
Customer LPO,Хэрэглэгч LPO,
Customer LPO No.,Хэрэглэгчийн LPO дугаар.,
Customer Ledger Summary,Хэрэглэгчийн дэвтэрийн хураангуй,
Customer Mobile No,Хэрэглэгчийн гар утасны дугаар,
Customer Name,Хэрэглэгчийн нэр,
Customer Naming By,Хэрэглэгчийн нэрлэх,
Customer Not Found,Хэрэглэгч олдсонгүй,
Customer PO,Хэрэглэгчийн PO,
Customer PO Details,Хэрэглэгчийн PO-ны дэлгэрэнгүй мэдээлэл,
Customer POS Id,Хэрэглэгчийн POS дугаар,
Customer POS id,Хэрэглэгчийн POS ID,
Customer Primary Address,Хэрэглэгчийн үндсэн хаяг,
Customer Primary Contact,Хэрэглэгчийн үндсэн холбоо,
Customer Provided,Хэрэглэгч өгсөн,
Customer Reviews,Хэрэглэгчийн тойм,
Customer Service,Харилцагчийн үйлчилгээ,
Customer Settings,Хэрэглэгчийн тохиргоо,
Customer Territory,Хэрэглэгчийн нутаг дэвсгэр,
Customer Type,Хэрэглэгчийн төрөл,
Customer Warehouse (Optional),Хэрэглэгчийн агуулах (заавал биш),
Customer contact updated successfully.,Хэрэглэгчтэй харилцах харилцааг амжилттай шинэчилсэн.,
Customer is required,Үйлчлүүлэгч шаардлагатай,
Customer isn't enrolled in any Loyalty Program,Үйлчлүүлэгч ямар ч үнэнч байдлын хөтөлбөрт хамрагдаагүй байна,
Customer or Item,Хэрэглэгч эсвэл бараа,
Customer required for 'Customerwise Discount',"""Хэрэглэгчийн хөнгөлөлт""-д үйлчлүүлэгч шаардлагатай",
Customer {0} does not belong to project {1},Хэрэглэгч {0} нь {1} төсөлд хамаарахгүй,
Customer {0} has been created succesfully.,Хэрэглэгч {0} амжилттай үүсгэгдсэн.,
Customer {0} is created.,Хэрэглэгч {0} үүсгэгдсэн.,
Customer's Item Code,Хэрэглэгчийн барааны код,
Customer's Purchase Order,Хэрэглэгчийн худалдан авалтын захиалга,
Customer's Purchase Order Date,Хэрэглэгчийн худалдан авалтын огноо,
Customer's Purchase Order No,Хэрэглэгчийн худалдан авалтын захиалгын дугаар,
Customer-wise Item Price,Худалдан авагчид тохирсон барааны үнэ,
Customer/Lead Name,Хэрэглэгч/Тэргүүлэх нэр,
Customers,Үйлчлүүлэгчид,
Customers Without Any Sales Transactions,Борлуулалтын ямар ч гүйлгээгүй үйлчлүүлэгчид,
Customers not selected.,Хэрэглэгч сонгогдоогүй байна.,
Customerwise Discount,Хэрэглэгчийн хөнгөлөлт,
Customize Homepage Sections,Нүүр хуудасны хэсгүүдийг тохируулах,
Customs Tariff Number,Гаалийн тарифын дугаар,
Cuts,Таслах,
Cycle Type,Циклийн төрөл,
DAP (Delivered At Place),DAP (Газар дээр нь хүргэсэн),
DATEV,DATEV,
DATEV Settings,DATEV тохиргоо,
DATEV Settings for your Company are missing. Would you like to create them now?,Танай компанийн DATEV тохиргоо дутуу байна. Та тэдгээрийг одоо бүтээхийг хүсч байна уу?,
DDP (Delivered Duty Paid),DDP (Хүргэлтийн татвар төлсөн),
DE,Д.Э,
DN Detail,DN дэлгэрэнгүй,
DPU (Delivered At Place Unloaded),DPU (Ачаагүй газарт хүргэгдэнэ),
DT-,ДТ-,
DUNN-.MM.-.YY.-,DUNN-.MM.-.YY.-,
Daily,Өдөр бүр,
Daily Project Summary for {0},{0}-н өдөр тутмын төслийн хураангуй,
Daily Reminders,Өдөр тутмын сануулга,
Daily Timesheet Summary,Өдөр тутмын цагийн хуудасны хураангуй,
Daily Work Summary,Өдөр тутмын ажлын хураангуй,
Daily Work Summary Group,Өдөр тутмын ажлын тойм бүлэг,
Daily Work Summary Group User,Өдөр тутмын ажлын хураангуй бүлгийн хэрэглэгч,
Daily Work Summary Replies,Өдөр тутмын ажлын хураангуй хариултууд,
Data,Өгөгдөл,
Data Import Configuration,Өгөгдөл импортын тохиргоо,
"Data exported from Tally that consists of the Chart of Accounts, Customers, Suppliers, Addresses, Items and UOMs","Дансны график, үйлчлүүлэгчид, ханган нийлүүлэгчид, хаягууд, зүйлүүд болон UOM-уудаас бүрдсэн Tally-аас экспортолсон өгөгдөл",
Date,Огноо,
Date Based On,Огноо дээр үндэслэсэн,
Date Fieldname,Огноо Талбарын нэр,
Date Of Retirement,Тэтгэвэрт гарсан огноо,
Date Of Retirement must be greater than Date of Joining,Тэтгэвэрт гарсан огноо Нэгдсэн огнооноос их байх ёстой,
Date Range,Огнооны хүрээ,
Date Settings,Огнооны тохиргоо,
Date is repeated,Огноо давтагдана,
Date must be between {0} and {1},Огноо {0}-с {1} хооронд байх ёстой,
Date of Birth,Төрсөн өдөр,
Date of Birth cannot be greater than Joining Date.,Төрсөн огноо нь нэгдсэн огнооноос их байж болохгүй.,
Date of Birth cannot be greater than today.,Төрсөн огноо өнөөдрийнхөөс их байж болохгүй.,
Date of Commencement,Эхэлсэн огноо,
Date of Commencement should be greater than Date of Incorporation,Эхэлсэн огноо нь үүсгэн байгуулагдсан огнооноос их байх ёстой,
Date of Donation,Хандив өгсөн огноо,
Date of Establishment,Байгуулагдсан огноо,
Date of Incorporation,Байгуулагдсан огноо,
Date of Issue,Гаргасан огноо,
Date of Joining,Нэгдсэн огноо,
Date of Joining must be greater than Date of Birth,Нэгдсэн огноо нь төрсөн огнооноос их байх ёстой,
Date of Leaving,Орхих огноо,
Date of Transaction,Гүйлгээ хийсэн огноо,
Date of birth,Төрсөн өдөр,
Dates {} and {} are not in the same fiscal year.,{} болон {} огноо нь нэг санхүүгийн жилд биш юм.,
Datetime,Он сар өдөр цаг,
Day,Өдөр,
Day Book Data,Өдрийн номын өгөгдөл,
Day Book Data exported from Tally that consists of all historic transactions,Бүх түүхэн гүйлгээнээс бүрдсэн Tally-аас экспортлогдсон өдрийн номын өгөгдөл,
Day Of Week,Долоо хоногийн өдөр,
Day of Week,Долоо хоногийн өдөр,
Day to Send,Илгээх өдөр,
Day(s),Өдөр(үүд),
Day(s) after invoice date,Нэхэмжлэхийн огнооноос хойшхи өдөр(үүд).,
Day(s) after the end of the invoice month,Нэхэмжлэхийн сар дууссаны дараах өдөр(үүд).,
Days,Өдөр,
Days Since Last Order,Сүүлийн захиалгаас хойшхи өдрүүд,
Days Since Last order,Сүүлийн захиалгаас хойшхи өдрүүд,
Days Until Due,Хугацаа дуусахад хоногууд,
Days for which Holidays are blocked for this department.,Энэ хэлтэст амралтын өдрүүдийг хориглосон өдрүүд.,
Dear,Эрхэм ээ,
"Dear System Manager,","Эрхэм системийн менежер,",
Debit,Дебит,
Debit ({0}),Дебит ({0}),
Debit A/C Number,Дебит A/C дугаар,
Debit Account,Дебит данс,
Debit Amount,Дебит дүн,
Debit Amount in Account Currency,Дансны валютаар дебитийн дүн,
Debit Note,Дебит тэмдэглэл,
Debit Note Amount,Дебит тэмдэглэлийн дүн,
Debit Note Issued,Дебит тэмдэглэл гаргасан,
Debit To,Дебит,
Debit To is required,Дебит To оруулах шаардлагатай,
Debit and Credit not equal for {0} #{1}. Difference is {2}.,{0} #{1}-д дебит болон кредит тэнцүү биш байна. Ялгаа нь {2}.,
Debit in Company Currency,Компанийн валютаар дебит,
Debit to,Дебит нь,
Debtors,Өртэй хүмүүс,
Debtors ({0}),Өртэй хүмүүс ({0}),
Debtors Account set in Tally,Талли дахь өрийн дансыг тогтоосон,
Dec,12-р сар,
December,Арванхоёрдугаар сар,
Declarations,Тунхаглал,
Declare Lost,Алдагдсан гэж зарлах,
Declared Amount,Зарлагдсан дүн,
Deduct,Суутгах,
Deduct Full Tax on Selected Payroll Date,Сонгосон цалингийн огнооны татварыг бүрэн хасна,
Deduct Tax For Unclaimed Employee Benefits,Нэхэмжлэлгүй ажилчдын тэтгэмжийн татварыг хас,
Deduct Tax For Unsubmitted Tax Exemption Proof,Татвараас чөлөөлөгдөөгүй нотлох баримтын хувьд татварыг хасна,
Deductee Details,Суутгалын дэлгэрэнгүй мэдээлэл,
Deduction,Суутгал,
Deduction from Salary,Цалингаас хасах,
Deductions,Суутгал,
Deductions or Loss,Суутгал эсвэл алдагдал,
Default,Өгөгдмөл,
Default Account,Өгөгдмөл данс,
Default Accounts,Өгөгдмөл дансууд,
Default Activity Cost exists for Activity Type - {0},Үйл ажиллагааны төрөлд өгөгдмөл үйл ажиллагааны зардал бий - {0},
Default Amount,Өгөгдмөл дүн,
Default BOM,Өгөгдмөл BOM,
Default BOM ({0}) must be active for this item or its template,Өгөгдмөл BOM ({0}) энэ зүйл эсвэл түүний загварт идэвхтэй байх ёстой,
Default BOM for {0} not found,{0}-н өгөгдмөл BOM олдсонгүй,
Default BOM not found for Item {0} and Project {1},{0} зүйл болон төслийн {1}-д өгөгдмөл BOM олдсонгүй,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Энэ горимыг сонгосон үед анхдагч банк / бэлэн мөнгөний данс нь Цалингийн журналын бүртгэлд автоматаар шинэчлэгдэх болно.,
Default Bank Account,Үндсэн банкны данс,
Default Billing Rate,Өгөгдмөл тооцооны хувь,
Default Buying Cost Center,Өгөгдмөл худалдан авах зардлын төв,
Default Buying Price List,Өгөгдмөл худалдан авах үнийн жагсаалт,
Default Buying Terms,Худалдан авах үндсэн нөхцөл,
Default Cash Account,Үндсэн бэлэн мөнгөний данс,
Default Company,Үндсэн компани,
Default Company Bank Account,Компанийн үндсэн данс,
Default Cost Center,Өгөгдмөл зардлын төв,
Default Cost of Goods Sold Account,Борлуулсан барааны анхдагч өртгийн данс,
Default Costing Rate,Өгөгдмөл зардлын хувь,
Default Currency,Өгөгдмөл валют,
Default Customer,Үндсэн үйлчлүүлэгч,
Default Customer Group,Өгөгдмөл хэрэглэгчийн бүлэг,
Default Deferred Expense Account,Өгөгдмөл хойшлогдсон зардлын данс,
Default Deferred Revenue Account,Өгөгдмөл хойшлогдсон орлогын данс,
Default Dimension,Өгөгдмөл хэмжээ,
Default Discount Account,Анхдагч хөнгөлөлтийн данс,
Default Distance Unit,Өгөгдмөл зайны нэгж,
Default Donor Type,Өгөгдмөл донорын төрөл,
Default Duration (In Minutes),Өгөгдмөл үргэлжлэх хугацаа (минутаар),
Default Employee Advance Account,Анхдагч ажилтны урьдчилгаа данс,
Default Expense Account,Үндсэн зардлын данс,
Default Expense Claim Payable Account,Анхдагч зардлын нэхэмжлэлийн өглөгийн данс,
Default Finance Book,Анхдагч санхүүгийн ном,
Default Finished Goods Warehouse,Үндсэн бэлэн бүтээгдэхүүний агуулах,
Default Grading Scale,Өгөгдмөл үнэлгээний хуваарь,
Default Healthcare Service Items,Эрүүл мэндийн үйлчилгээний үндсэн зүйлүүд,
Default Holiday List,Өгөгдмөл амралтын жагсаалт,
Default In-Transit Warehouse,Өгөгдмөл Дамжин өнгөрөх агуулах,
Default Income Account,Үндсэн орлогын данс,
Default Inventory Account,Бараа материалын үндсэн данс,
Default Invoice Naming Series,Өгөгдмөл нэхэмжлэхийн нэрлэлтийн цуврал,
Default Item Group,Өгөгдмөл зүйлийн бүлэг,
Default Item Manufacturer,Үндсэн зүйл үйлдвэрлэгч,
Default Letter Head,Өгөгдмөл бичгийн толгой,
Default Manufacturer Part No,Үндсэн үйлдвэрлэгчийн хэсгийн дугаар,
Default Material Request Type,Үндсэн материалын хүсэлтийн төрөл,
Default Medical Code Standard,Эрүүл мэндийн стандарт стандарт,
Default Payable Account,Үндсэн өглөгийн данс,
Default Payable Accounts,Үндсэн өглөгийн дансууд,
Default Payment Discount Account,Анхдагч төлбөрийн хөнгөлөлтийн данс,
Default Payment Request Message,Өгөгдмөл төлбөрийн хүсэлтийн мессеж,
Default Payment Terms Template,Өгөгдмөл төлбөрийн нөхцлийн загвар,
Default Payroll Payable Account,Өгөгдмөл цалингийн данс,
Default Price List,Өгөгдмөл үнийн жагсаалт,
Default Priority,Өгөгдмөл тэргүүлэх чиглэл,
Default Provisional Account,Өгөгдмөл түр данс,
Default Purchase Unit of Measure,Анхдагч худалдан авалтын хэмжүүр,
Default Quotation Validity Days,Өгөгдмөл үнийн санал хүчинтэй байх өдрүүд,
Default Receivable Account,Өгөгдмөл авлагын данс,
Default Round Off Account,Өгөгдмөл тойрсон данс,
Default Salary Structure,Өгөгдмөл цалингийн бүтэц,
Default Sales Unit of Measure,Анхдагч борлуулалтын хэмжүүр,
Default Scrap Warehouse,Анхдагч хаягдал агуулах,
Default Selling Cost Center,Өгөгдмөл борлуулалтын зардлын төв,
Default Selling Terms,Худалдах үндсэн нөхцөл,
Default Service Level Agreement,Үйлчилгээний түвшний анхдагч гэрээ,
Default Shift,Өгөгдмөл Shift,
Default Shipping Account,Өгөгдмөл хүргэлтийн данс,
Default Source Warehouse,Өгөгдмөл эх үүсвэрийн агуулах,
Default Stock UOM,Өгөгдмөл Stock UOM,
Default Supplier,Өгөгдмөл нийлүүлэгч,
Default Supplier Group,Өгөгдмөл нийлүүлэгчийн бүлэг,
Default Target Warehouse,Өгөгдмөл зорилтот агуулах,
Default Tax Template,Өгөгдмөл татварын загвар,
Default Tax Withholding Config,Татвар суутгалын өгөгдмөл тохиргоо,
Default Taxes and Charges,"Өгөгдмөл татвар, хураамж",
Default Territory,Өгөгдмөл нутаг дэвсгэр,
Default UOM,Өгөгдмөл UOM,
Default Unit of Measure,Өгөгдмөл хэмжих нэгж,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You need to either cancel the linked documents or create a new Item.,Та өөр UOM-тэй зарим гүйлгээ(үүд) хийсэн тул {0} зүйлийн өгөгдмөл хэмжих нэгжийг шууд өөрчлөх боломжгүй. Та холбосон баримт бичгийг цуцлах эсвэл шинэ зүйл үүсгэх хэрэгтэй.,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,Та өөр UOM-тэй зарим гүйлгээ(үүд) хийсэн тул {0} зүйлийн өгөгдмөл хэмжих нэгжийг шууд өөрчлөх боломжгүй. Та өөр Өгөгдмөл UOM ашиглахын тулд шинэ зүйл үүсгэх хэрэгтэй болно.,
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}','{0}' хувилбарын өгөгдмөл хэмжих нэгж нь '{1}' загвартай ижил байх ёстой,
Default Valuation Method,Өгөгдмөл үнэлгээний арга,
Default Value,Өгөгдмөл утга,
Default Values,Өгөгдмөл утгууд,
Default Warehouse,Өгөгдмөл агуулах,
Default Warehouse for Sales Return,Борлуулалтын буцаах өгөгдмөл агуулах,
Default Warehouse to to create Sales Order and Delivery Note,"Борлуулалтын захиалга, хүргэлтийн тэмдэглэл үүсгэхийн тулд өгөгдмөл агуулах",
Default Warehouses for Production,Үйлдвэрлэлийн үндсэн агуулахууд,
Default Work In Progress Warehouse,Өгөгдмөл ажил хийгдэж буй агуулах,
Default Workstation,Өгөгдмөл ажлын станц,
Default account will be automatically updated in POS Invoice when this mode is selected.,Энэ горимыг сонгосон үед өгөгдмөл данс POS нэхэмжлэх дээр автоматаар шинэчлэгдэх болно.,
Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.,Эмнэлгийн эмчийн томилолтын хураамжийг захиалахын тулд өгөгдмөл орлогын дансыг ашиглаагүй тохиолдолд хэрэглэнэ.,
Default receivable accounts to be used to book Appointment charges.,Урьдчилан тогтоосон авлагын дансыг цаг товлоход ашиглах.,
"Default tax templates for sales, purchase and items are created.","Борлуулалт, худалдан авалт, эд зүйлсийн татварын өгөгдмөл загваруудыг бий болгосон.",
Default: 10 mins,Өгөгдмөл: 10 минут,
Defaults,Өгөгдмөл,
Defense,Хамгаалалт,
Deferred Accounting Settings,Нягтлан бодох бүртгэлийн хойшлуулсан тохиргоо,
Deferred Expense,Хойшлогдсон зардал,
Deferred Expense Account,Хойшлогдсон зардлын данс,
Deferred Revenue,Хойшлогдсон орлого,
Deferred Revenue Account,Хойшлогдсон орлогын данс,
Deferred Revenue and Expense,Хойшлогдсон орлого ба зардал,
Deferred accounting failed for some invoices:,Зарим нэхэмжлэхийн хувьд хойшлогдсон нягтлан бодох бүртгэл амжилтгүй болсон:,
Define Project type.,Төслийн төрлийг тодорхойлох.,
Delay (in Days),Саатал (өдөрөөр),
Delay between Delivery Stops,Хүргэлтийн зогсоолын хоорондох саатал,
Delay in payment (Days),Төлбөрийн саатал (өдөр),
